title_scraped,url,views_text,upload_text,duration_text,channel,views,days_since_upload_scraped,duration_minutes_scraped,videoId,title_length_scraped,num_hashtags,was_scraped_scraped,was_api_scraped,title_api,description,tags,publishedAt,channelId,channelTitle,categoryId,duration,viewCount,likeCount,commentCount,duration_minutes_api,publishedAt_dt,days_since_upload_api,engagement_rate,title_length_api,tag_count,was_scraped_api,was_api_api,views_canonical,title_length,description_length,keyword_count,duration_minutes,days_since_upload,duration_minutes_norm,days_since_upload_norm,title_length_norm,description_length_norm,keyword_count_norm,views_norm,engagement_rate_norm
Who won BOB trend?🟡🟢🟣,https://www.youtube.com/shorts/hnfasiMKGqQ,31M views,2 months ago,,funboxmoments,31000000.0,0.0013888888888888,,hnfasiMKGqQ,21.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,31000000.0,21,0,0,,0.0013888888888888,,6.341962418798693e-07,0.16842105263157894,0.0,0.0,0.13413336983882174,0.0
POWER 💞 Trend VIRAL VIDEO #shorts #trending #dance #youtubeshorts #ytshorts #artist #dance,https://www.youtube.com/shorts/Oju5uzHorpI,70M views,10 months ago,,Esenya_miss ( Eseniia Mikheeva),70000000.0,0.0069444444444444,,Oju5uzHorpI,90.0,7,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,70000000.0,90,0,1,,0.0069444444444444,,5.707766176919188e-06,0.8947368421052632,0.0,0.3333333333333333,0.30288384964186865,0.0
BIRD TREND on tiktok !,https://www.youtube.com/shorts/PQ3L8ZaYAaE,3.7M views,2 weeks ago,,Trendjam,3700000.0,14.0,,PQ3L8ZaYAaE,22.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,3700000.0,22,0,0,,14.0,,0.012784762040057102,0.17894736842105263,0.0,0.0,0.01600803397668891,0.0
Impossible for Others — Easy for the Cat 😎🐦 #trending #animals #wildlife #cat #shorts #viral,https://www.youtube.com/shorts/lz1CcrRjlp4,15M views,2 weeks ago,,Rendi goodboy,15000000.0,14.0,,lz1CcrRjlp4,92.0,6,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,15000000.0,92,0,1,,14.0,,0.012784762040057102,0.9157894736842105,0.0,0.3333333333333333,0.06490240376577686,0.0
Confess Your Love Trend | New TikTok Dance Challenge #dance #slowed #trending #tiktok #vibes #blowup,https://www.youtube.com/shorts/TBTXd8u1BFE,1.5M views,3 weeks ago,,Ultimate TikTok Trends,1500000.0,21.0,,TBTXd8u1BFE,100.0,6,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,1500000.0,100,0,2,,21.0,,0.019177460158206594,1.0,0.0,0.6666666666666666,0.0064887761416452415,0.0
OUCH 😢😢😢 #makeup #makeupchallenge #prank #sfxmakeup #trends #makeuptrends #sfxartist,https://www.youtube.com/shorts/f4UAyV2Fwe4,11M views,2 years ago,,Gee Esler-Box,11000000.0,730.0,,f4UAyV2Fwe4,84.0,7,True,False,OUCH 😢😢😢 #makeup #makeupchallenge #prank #sfxmakeup #trends #makeuptrends #sfxartist,,[],2023-09-03T16:38:25Z,UCtS1l80qTAbLMA0ASFSxjfw,Gee Esler-Box,22.0,PT23S,11638238.0,185320.0,4455.0,0.3833333333333333,2023-09-03 16:38:25+00:00,781.9582415565393,0.017252272727272727,84.0,0.0,False,True,11638238.0,84,0,1,0.3833333333333333,730.0,0.0005361305361305361,0.6666664552679193,0.8315789473684211,0.0,0.3333333333333333,0.04759466224751564,0.008814907381482192
Who did it best? ❤️ #Shorts #Dance #Trending,https://www.youtube.com/shorts/2sokLXhqRFQ,8.6M views,2 months ago,,Brat TV,8600000.0,0.0013888888888888,,2sokLXhqRFQ,44.0,3,True,False,Who did it best? ❤️ #Shorts #Dance #Trending,,[],2025-08-06T19:06:52Z,UCdnJJrDUl-y_ryelLMslxkQ,Brat TV,24.0,PT15S,8658262.0,109192.0,2046.0,0.25,2025-08-06 19:06:52+00:00,78.85515127876157,0.012934651162790698,44.0,0.0,False,True,8658262.0,44,0,1,0.25,0.0013888888888888,0.00034965034965034965,6.341962418798693e-07,0.4105263157894737,0.0,0.3333333333333333,0.03721001733655891,0.006608854022550864
Funny Accidental Twinning with Sister #funny #twinmoments #momlife #momtok #sister #mom #trending,https://www.youtube.com/shorts/RXsj69PyjQc,70M views,2 months ago,,Megan Lawing,70000000.0,0.0013888888888888,,RXsj69PyjQc,97.0,7,True,False,Funny Accidental Twinning with Sister #funny #twinmoments #momlife #momtok #sister #mom #trending,"Disclaimer: This content is exclusively managed by Caters News. To license or use in a commercial player, please contact licensing@catersnews.com or call +44 (0)121 616 1100 / +1 646 380 1615.",[],2025-08-09T21:04:48Z,UCULBckoPeCkJNT5J5ay1nTQ,Megan Lawing,22.0,PT12S,70033139.0,574206.0,1050.0,0.2,2025-08-09 21:04:48+00:00,75.77325313061343,0.008217942857142857,97.0,0.0,False,True,70033139.0,97,192,3,0.2,0.0013888888888888,0.0002797202797202797,6.341962418798693e-07,0.968421052631579,0.046021093000958774,1.0,0.30288384964186865,0.0041988905634161595
What do y'all think of this trend 🤔 #moneytalks #trending #edit,https://www.youtube.com/shorts/tOA8LDqE7oo,12M views,8 months ago,,Daytee Editz Trends,12000000.0,0.0055555555555555,,tOA8LDqE7oo,63.0,3,True,False,What do y'all think of this trend 🤔 #moneytalks #trending #edit,,[],2025-02-09T15:50:38Z,UC_bwpBElTcWlY0pOQzZ6kyg,Daytee Editz Trends,24.0,PT6S,12217501.0,209013.0,3684.0,0.1,2025-02-09 15:50:38+00:00,256.9914244269097,0.01772475,63.0,0.0,False,True,12217501.0,63,0,1,0.1,0.0055555555555555,0.00013986013986013986,4.439373693159359e-06,0.6105263157894737,0.0,0.3333333333333333,0.05192159762708094,0.00905631577241044
KALOGERAS SISTER TREND 💃💃💃#edit #trending #tiktok #challenge #music #dance #explore,https://www.youtube.com/shorts/v04OkBf7STI,23M views,1 year ago,,midoeditz,23000000.0,365.0,,v04OkBf7STI,83.0,7,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,23000000.0,83,0,3,,365.0,,0.33333291053583874,0.8210526315789474,0.0,1.0,0.0995178868022993,0.0
New trend alert!! #shorts,https://www.youtube.com/shorts/hwYOe5nU5d4,24M views,3 years ago,,Romina Gafur,24000000.0,1095.0,,hwYOe5nU5d4,25.0,1,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,24000000.0,25,0,0,,1095.0,,1.0,0.21052631578947367,0.0,0.0,0.10384482218186461,0.0
Did you notice the way Vance looked at Trump#shorts #shortvideo #trending #actress #celebrity,https://www.youtube.com/shorts/uUuCpG1XwEU,5.2M views,4 months ago,,Cute pet park,5200000.0,0.0027777777777777,,uUuCpG1XwEU,93.0,5,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,5200000.0,93,0,1,,0.0027777777777777,,1.902588725639699e-06,0.9263157894736842,0.0,0.3333333333333333,0.022498437046036872,0.0
"Robot Scares Dog, But Cat Stays Cool #trending #animals #wildlife #cat #dog #shorts",https://www.youtube.com/shorts/skBbw8SgT6Y,77M views,1 month ago,,Rendi goodboy,77000000.0,0.0006944444444444,,skBbw8SgT6Y,83.0,6,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,77000000.0,83,0,1,,0.0006944444444444,,0.0,0.8210526315789474,0.0,0.3333333333333333,0.3331723972988258,0.0
Bloom,https://www.youtube.com/watch?v=h1wPRrJls1I&list=RDh1wPRrJls1I&start_radio=1&pp=ygUIdHJlbmRpbmegBwE%3D,605K views,,3:40,Prateek Kuhad,605000.0,,3.6666666666666665,h1wPRrJls1I,5.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,605000.0,5,0,0,3.6666666666666665,,0.005128205128205128,,0.0,0.0,0.0,0.002616168976934293,0.0
Laufey’s New Lover Girl Dance Trend 💃🔥,https://www.youtube.com/shorts/713vZXoC6co,4M views,3 weeks ago,,Dance Media,4000000.0,21.0,,713vZXoC6co,38.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,4000000.0,38,0,0,,21.0,,0.019177460158206594,0.3473684210526316,0.0,0.0,0.017306114590558506,0.0
camera trend 🎥🔴 || #dandysworld #trending #animation #roblox #edit #givemebackmykids #art #tiktok,https://www.youtube.com/shorts/rLFv55Pbia4,1.1M views,5 months ago,,viriri,1100000.0,0.0034722222222222,,rLFv55Pbia4,97.0,8,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,1100000.0,97,0,1,,0.0034722222222222,,2.5367849675196596e-06,0.968421052631579,0.0,0.3333333333333333,0.0047580019898191194,0.0
2025 Trends That Look CHEAP #shorts #viral #shortvideo #viralvideo #trending #fashion #aesthetic,https://www.youtube.com/shorts/k67TwilE96c,737K views,5 months ago,,Let’s Style It,737000.0,0.0034722222222222,,k67TwilE96c,96.0,7,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,737000.0,96,0,1,,0.0034722222222222,,2.5367849675196596e-06,0.9578947368421052,0.0,0.3333333333333333,0.003187324447036913,0.0
New Christian dance trend❤️❤️!! #dance #tiktok #trending #shorts #fyp #christian #music,https://www.youtube.com/shorts/0-fTAqYCiPc,8.2M views,6 months ago,,Short Trends,8199999.0,0.0041666666666666,,0-fTAqYCiPc,87.0,7,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,8199999.0,87,0,2,,0.0041666666666666,,3.170981209399529e-06,0.8631578947368421,0.0,0.6666666666666666,0.035479238857797406,0.0
"this trend idk what’s it called 😭 | #dandysworld #shorts | rushed | tw: fruitcake, berryfunny?",https://www.youtube.com/shorts/bzcqrnE-8zY,5.6M views,6 months ago,,doggo!!,5600000.0,0.0041666666666666,,bzcqrnE-8zY,94.0,2,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,5600000.0,94,0,1,,0.0041666666666666,,3.170981209399529e-06,0.9368421052631579,0.0,0.3333333333333333,0.024229211197862994,0.0
Spotify Playlist 2025 🌴 Trending Music 2025 New Songs | Best Hits Mix of the Year,https://www.youtube.com/watch?v=qEOPqopV5nU&list=RDqEOPqopV5nU&start_radio=1&pp=ygUIdHJlbmRpbmegBwE%3D,23K views,2 days ago,2:33:05,Dynamic Deep House,23000.0,2.0,153.08333333333334,qEOPqopV5nU,81.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,23000.0,81,0,2,153.08333333333334,2.0,0.21410256410256412,0.0018258509803722605,0.8,0.0,0.6666666666666666,9.789258602728546e-05,0.0
Get your head in the game 🏀 *2025 Dance Trend* #Shorts @peja @sydneytaleah,https://www.youtube.com/shorts/koin4x1CGoQ,970K views,2 months ago,,Brat TV,970000.0,0.0013888888888888,,koin4x1CGoQ,74.0,1,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,970000.0,74,0,0,,0.0013888888888888,,6.341962418798693e-07,0.7263157894736842,0.0,0.0,0.00419550039047563,0.0
The CRAZIEST questions! #scarlett #trends #dance,https://www.youtube.com/shorts/cS5qlzT-EVI,19M views,7 months ago,,Scarlett and Tiania,19000000.0,0.0048611111111111,,cS5qlzT-EVI,48.0,3,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,19000000.0,48,0,0,,0.0048611111111111,,3.805177451279489e-06,0.45263157894736844,0.0,0.0,0.08221014528403808,0.0
Sundari (Official Video) Sanju Rathod Ft. Yashika Jatav | G-Spark | Marathi Song 2025,https://www.youtube.com/watch?v=WpBn9w-Js_c&list=RDWpBn9w-Js_c&start_radio=1&pp=ygUIdHJlbmRpbmegBwE%3D,66M views,1 month ago,3:18,Sanju Rathod SR,66000000.0,0.0006944444444444,3.3,WpBn9w-Js_c,85.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,66000000.0,85,0,0,3.3,0.0006944444444444,0.004615384615384615,0.0,0.8421052631578947,0.0,0.0,0.2855761081236074,0.0
Diamond Platnumz - Nani (Official Music Video),https://www.youtube.com/watch?v=BaSxCDp04WI&list=RDBaSxCDp04WI&start_radio=1&pp=ygUIdHJlbmRpbmegBwHSBwkJBgoBhyohjO8%3D,5.3M views,2 weeks ago,3:20,Diamond Platnumz,5300000.0,14.0,3.333333333333333,BaSxCDp04WI,46.0,0,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,5300000.0,46,0,1,3.333333333333333,14.0,0.004662004662004662,0.012784762040057102,0.43157894736842106,0.0,0.3333333333333333,0.0229311305839934,0.0
#pov You watch the 2025 dance trend… then the OG shocks you cause it’s so different… #shorts,https://www.youtube.com/shorts/WW1QVKUft58,7.2M views,1 month ago,,Miuka,7200000.0,0.0006944444444444,,WW1QVKUft58,92.0,2,True,False,,,,,,,-1.0,,,0.0,0.0,,,,0.0,,,,,7200000.0,92,0,0,,0.0006944444444444,,0.0,0.9157894736842105,0.0,0.0,0.031152307805167482,0.0
,,,,,,74223.0,,,xBMc0wzOJ9s,,1,,,Bigg Boss Season 9 Day 18 Troll - Today Trending #biggboss9tamil,"For Promotions & Contact : boxstar.in@gmail.com

Instagram https://www.instagram.com/todaytrendingtroll
Twitter https://twitter.com/TodayTrendingTT
Facebook https://www.facebook.com/todaytrendingofficial/

*********************************************************

CONTENT DISCLAIMER
The views and opinions expressed in this video are not meant to hurt any individual. we cannot held liable in such situations

COPYRIGHT DISCLAIMER UNDER SECTION 107 OF THE COPYRIGHT ACT 1976
Copyright Disclaimer Under section 107 of the Copyright act 1976, allowance is made for the ""fair use for purposes such as criticism, comment,news reporting,teaching,scholarship and research. Fair use is a use permitted by Copyright statue that might otherwise be infringing. Non-profit,educational or personal use tips the balance in favor of Fair use.

*********************************************************

© 2025 Today Trending
#todaytrending #todaytrendingtroll","['today trending', 'today trending troll', 'today trending troll in tamil', 'today trending videos in tamil', 'today trending memes', 'today trending troll latest', 'today trending vidoes', 'today trending troll vidoes', 'tamil troll', 'todays trending', 'diwakar parvathy fight', 'paru diwakar fight', 'bigg boss parvathy', 'bigg boss diwakar', 'bigg boss', 'bigg boss day 18', 'bigg boss promo', 'diwakar kamrudin fight', 'kamrudin red card', 'bigg boss kamrudin', 'kamrudin']",2025-10-24T11:13:34Z,UCG0m9a2z1ziRm2YlaFuyU7A,Today Trending,24.0,PT16M59S,74223.0,2567.0,190.0,16.983333333333334,2025-10-24 11:13:34+00:00,0.1838318343171296,0.03714482033870903,64.0,21.0,False,True,74223.0,64,946,1,16.983333333333334,0.1838318343171296,0.023752913752913753,0.00016724886394313206,0.6210526315789474,0.2267497603068073,0.3333333333333333,0.0003195311969747591,0.018978841580095777
,,,,,,21536013.0,,,O07T9_5VIRI,,4,,,who remembers this trend?😳 #trending #viral #tiktok #funny,,[],2023-04-24T17:57:41Z,UC2EWWA0SRV-AaSu1_zGgJuQ,Daryna Popach,24.0,PT15S,21536013.0,1075602.0,16026.0,0.25,2023-04-24 17:57:41+00:00,913.903195260243,0.0506884909476977,58.0,0.0,False,True,21536013.0,58,0,2,0.25,913.903195260243,0.00034965034965034965,0.8346146853053242,0.5578947368421052,0.0,0.6666666666666666,0.09318330965677563,0.025898869098256307
,,,,,,34587.0,,,6wI35XxIFS0,,8,,,Sugar ఉన్న వాళ్ల  కోసం 👍 #besttech #viral #trending #freestyle #diabetes #sensor #shorts #gadgets,,[],2025-10-24T12:33:32Z,UCVELOLuREJkG81rsg9y9l8A,besttechintelugu,28.0,PT2M25S,34587.0,5621.0,63.0,2.4166666666666665,2025-10-24 12:33:32+00:00,0.1282994269097222,0.16433920259056872,97.0,0.0,False,True,34587.0,97,0,1,2.4166666666666665,0.1282994269097222,0.0033799533799533797,0.00011653430446746863,0.968421052631579,0.0,0.3333333333333333,0.00014802878627030865,0.08396776893588469
